Molecule_ID,Raw_SMILES,Canonical_SMILES,Is_Valid,MW,LogP,HBD,HBA,QED,SA_Score,Lipinski_Violations,Lipinski_Compliant
MOL_09143,CC1(C)C(=O)NC(=O)N1C1CC[NH+](CC(=O)NC2CC2)CC1,CC1(C)C(=O)NC(=O)N1C1CC[NH+](CC(=O)NC2CC2)CC1,True,309.19,-1.36,3.0,3.0,0.5612,4.03,0.0,True
MOL_09144,CC1(C)C(=O)N(CCc2ccccc2)C(=O)N1CCNC(=O)c1ccco1,CC1(C)C(=O)N(CCc2ccccc2)C(=O)N1CCNC(=O)c1ccco1,True,369.17,2.29,1.0,4.0,0.7594,2.37,0.0,True
MOL_09145,Cc1ccc(NC(=O)C(=O)NCCC[NH+]2CCN(c3cccc(Cl)c3)CC2)cc1F,Cc1ccc(NC(=O)C(=O)NCCC[NH+]2CCN(c3cccc(Cl)c3)CC2)cc1F,True,433.18,1.64,3.0,3.0,0.479,3.17,0.0,True
MOL_09146,COC(=O)C1=C(C)Nc2nc(SCc3ccccc3)c(N)nc2S1,COC(=O)C1=C(C)Nc2nc(SCc3ccccc3)c(N)nc2S1,True,360.07,3.27,2.0,8.0,0.6341,3.06,0.0,True
MOL_09147,COC(=O)C1CC[NH+](CC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,COC(=O)C1CC[NH+](CC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,True,345.14,1.11,2.0,3.0,0.8041,3.29,0.0,True
MOL_09148,CCN(CC)C(=O)N1CC[NH+](CCCC(=O)NC(C)C)CC1,CCN(CC)C(=O)N1CC[NH+](CCCC(=O)NC(C)C)CC1,True,313.26,-0.05,2.0,2.0,0.6925,3.65,0.0,True
MOL_09149,CCN(CC)C(=O)c1ccc(NC(=O)N2CCC[C@@H]2c2ccccc2)cc1,CCN(CC)C(=O)c1ccc(NC(=O)N2CCC[C@@H]2c2ccccc2)cc1,True,365.21,4.54,1.0,2.0,0.8458,2.38,0.0,True
MOL_09150,O=C(NCCc1ccc(Cl)cc1)C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,O=C(NCCc1ccc(Cl)cc1)C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,True,448.12,3.03,1.0,4.0,0.7365,2.15,0.0,True
MOL_09151,CC(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccccc2F)cc1,CC(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccccc2F)cc1,True,376.16,5.45,2.0,2.0,0.6217,1.7,1.0,True
MOL_09152,Cc1ccc(-c2ccc(C(=O)[O-])o2)cc1C,Cc1ccc(-c2ccc(C(=O)[O-])o2)cc1C,True,215.07,1.93,0.0,3.0,0.7686,2.43,0.0,True
MOL_09153,Cc1ccccc1NC(=O)CN(C)C(=O)c1ccc(CN2C(=O)CNC3=O)cc2C1,,False,,,,,,,,False
MOL_09154,COc1ccc(N2C(=O)N=C([O-])/C(=C/c3ccccc3Cl)C2=O)cc1,COc1ccc(N2C(=O)N=C([O-])/C(=C/c3ccccc3Cl)C2=O)cc1,True,355.05,2.66,0.0,4.0,0.7924,2.67,0.0,True
MOL_09155,CC(C)N(Cc1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1,CC(C)N(Cc1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1,True,329.18,5.4,0.0,1.0,0.6131,1.65,1.0,True
MOL_09156,C[C@H](NC(=O)N1CCN(CCO)CC1)c1ccc(F)cc1,C[C@H](NC(=O)N1CCN(CCO)CC1)c1ccc(F)cc1,True,295.17,1.21,2.0,3.0,0.8776,2.35,0.0,True
MOL_09157,Cc1ccc(C(=O)N(C)CC(=O)Nc2cc(C)c(Cl)cc2C)cc1,Cc1ccc(C(=O)N(C)CC(=O)Nc2cc(C)c(Cl)cc2C)cc1,True,344.13,3.98,1.0,2.0,0.9117,1.88,0.0,True
MOL_09158,Cc1cccc(NC(=O)N2CCC[C@@H](c3[nH]cc[nH+]3)C2)c1,Cc1cccc(NC(=O)N2CCC[C@@H](c3[nH]cc[nH+]3)C2)c1,True,285.17,2.55,2.0,1.0,0.8749,3.58,0.0,True
MOL_09159,Cc1ncccc1NC(=O)c1cc(C)n(CC(=O)N2CCCCC2)c1C,Cc1ncccc1NC(=O)c1cc(C)n(CC(=O)N2CCCCC2)c1C,True,354.21,3.07,1.0,3.0,0.9174,2.23,0.0,True
MOL_09160,CC(C)c1nnc(NC(=O)c2ccc(-c3ccccc3)cc2)s1,CC(C)c1nnc(NC(=O)c2ccc(-c3ccccc3)cc2)s1,True,323.11,4.58,1.0,4.0,0.7643,1.83,0.0,True
MOL_09161,Cc1nn(C)cc1-c1ccc(C(=O)N2CCC(C(=O)Nc3ccc(Cl)cc3)CC2)cc1,Cc1nn(C)cc1-c1ccc(C(=O)N2CCC(C(=O)Nc3ccc(Cl)cc3)CC2)cc1,True,436.17,4.54,1.0,3.0,0.6524,2.11,0.0,True
MOL_09162,CC1(C)CC[NH+](Cc2cccc(C#N)c2)C1,CC1(C)CC[NH+](Cc2cccc(C#N)c2)C1,True,215.15,1.37,1.0,1.0,0.7928,4.27,0.0,True
MOL_09163,Cc1ccc(OCc2cnc(C(C)C)s2)cc1NC(=O)c1ccco1,Cc1ccc(OCc2cnc(C(C)C)s2)cc1NC(=O)c1ccco1,True,356.12,5.0,1.0,5.0,0.6749,2.36,0.0,True
MOL_09164,Cc1ccccc1C1=NO[C@H](CC(=O)NCc2ccc(C)cc2)O1,Cc1ccc(CNC(=O)C[C@H]2ON=C(c3ccccc3C)O2)cc1,True,324.15,3.04,1.0,4.0,0.9194,2.93,0.0,True
MOL_09165,Cc1nc(C(=O)NCC(=O)Nc2ccc(C)cc2)nc2c1CCN(C(=O)c1ccc(F)cc1)C2,Cc1ccc(NC(=O)CNC(=O)c2nc(C)c3c(n2)CN(C(=O)c2ccc(F)cc2)CC3)cc1,True,461.19,2.8,2.0,5.0,0.6082,2.44,0.0,True
MOL_09166,CCCn1nnnc1CN1CCN(c2cccc(C)c2C)CC1,CCCn1nnnc1CN1CCN(c2cccc(C)c2C)CC1,True,314.22,2.02,0.0,5.0,0.8449,2.19,0.0,True
MOL_09167,CC1(C)CCC[C@H]1[NH2+]CCCS(=O)(=O)NC1CC1,CC1(C)CCC[C@H]1[NH2+]CCCS(=O)(=O)NC1CC1,True,275.18,0.6,2.0,2.0,0.6684,4.21,0.0,True
MOL_09168,CCc1ccc(C(=O)N2CCC(O)(C(F)(F)F)CC2)c(C)c1,CCc1ccc(C(=O)N2CCC(O)(C(F)(F)F)CC2)c(C)c1,True,315.14,3.09,1.0,2.0,0.9109,2.45,0.0,True
MOL_09169,Cc1cc(C)c(NC(=O)NC[C@H]2CC[NH+](Cc3ccc(F)cc3)C2)c(C)c1,Cc1cc(C)c(NC(=O)NC[C@H]2CC[NH+](Cc3ccc(F)cc3)C2)c(C)c1,True,370.23,2.98,3.0,1.0,0.7445,3.87,0.0,True
MOL_09170,CC(=O)N1CCc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3C)ccc21,CC(=O)N1CCc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3C)ccc21,True,362.12,4.18,1.0,2.0,0.8715,2.07,0.0,True
MOL_09171,Cc1cc(C)n(CCNC(=O)NCC2(C)CC2)n1,Cc1cc(C)n(CCNC(=O)NCC2(C)CC2)n1,True,250.18,1.6,2.0,2.0,0.8336,2.48,0.0,True
MOL_09172,CCCC(=O)N1CCC(N2CCC[NH+](Cc3ccc(OC)cc3)CC2)CC1,CCCC(=O)N1CCC(N2CCC[NH+](Cc3ccc(OC)cc3)CC2)CC1,True,374.28,1.58,1.0,3.0,0.8215,3.6,0.0,True
MOL_09173,CCc1nc(-c2cccc(F)c2)cc(N2CCOCC2)n1,CCc1nc(-c2cccc(F)c2)cc(N2CCOCC2)n1,True,287.14,2.68,0.0,4.0,0.8697,2.19,0.0,True
MOL_09174,CC(=O)N1CCN(C(=O)c2ccccc2SCC(=O)Nc2cccc(F)c2)CC1,CC(=O)N1CCN(C(=O)c2ccccc2SCC(=O)Nc2cccc(F)c2)CC1,True,415.14,2.86,1.0,4.0,0.7628,2.03,0.0,True
MOL_09175,C[C@@H]1CCC[C@@H](OCC(=O)NCCc2nc(-c3ccccc3)no2)C1,C[C@@H]1CCC[C@@H](OCC(=O)NCCc2nc(-c3ccccc3)no2)C1,True,343.19,2.99,1.0,5.0,0.8361,2.93,0.0,True
MOL_09176,CC(C)c1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1C1CC1,CC(C)c1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1C1CC1,True,384.12,4.49,1.0,4.0,0.746,2.26,0.0,True
MOL_09177,COC(=O)C1=C(C)N(c2ccccc2)C(=O)N[C@@H]1c1cccc(OC)c1,COC(=O)C1=C(C)N(c2ccccc2)C(=O)N[C@@H]1c1cccc(OC)c1,True,352.14,3.41,1.0,4.0,0.8564,2.53,0.0,True
MOL_09178,COc1ccc(/C=C(\C#N)C(=O)Nc2ccccc2)cc1OC,COc1ccc(/C=C(\C#N)C(=O)Nc2ccccc2)cc1OC,True,308.12,3.25,1.0,4.0,0.6796,1.85,0.0,True
MOL_09179,CCOc1cccc(C(=O)Nc2nnc(C3CC3)s2)c1,CCOc1cccc(C(=O)Nc2nnc(C3CC3)s2)c1,True,289.09,3.07,1.0,5.0,0.9184,1.98,0.0,True
MOL_09180,Cc1ccc(C(=O)N(C)[C@@H](C)c2ccc3c(c2)OCO3)cc1,Cc1ccc(C(=O)N(C)[C@@H](C)c2ccc3c(c2)OCO3)cc1,True,297.14,3.56,0.0,3.0,0.8693,2.39,0.0,True
MOL_09181,COc1ccc(C(=O)N2CCC(C(=O)NCc3ccccc3F)CC2)cc1OC,COc1ccc(C(=O)N2CCC(C(=O)NCc3ccccc3F)CC2)cc1OC,True,400.18,3.01,1.0,4.0,0.8095,1.9,0.0,True
MOL_09182,Cc1cc(F)ccc1CCNC(=O)N1CCOC[C@H]1C1CC1,Cc1cc(F)ccc1CCNC(=O)N1CCOC[C@H]1C1CC1,True,306.17,2.5,1.0,2.0,0.9284,2.85,0.0,True
MOL_09183,CCN(C(=O)c1cc([N+](=O)[O-])ccc1OC)[C@@H]1CCCC[C@H]1S(C)(=O)=O,CCN(C(=O)c1cc([N+](=O)[O-])ccc1OC)[C@@H]1CCCC[C@H]1S(C)(=O)=O,True,384.14,2.42,0.0,6.0,0.5506,3.27,0.0,True
MOL_09184,CC1(C)CCC[C@H]1NC(=O)CCn1nc(-c2ccc(F)cc2)ccc1=O,CC1(C)CCC[C@H]1NC(=O)CCn1nc(-c2ccc(F)cc2)ccc1=O,True,357.19,3.13,1.0,3.0,0.8941,2.87,0.0,True
MOL_09185,Cc1nnc2n1CCC[C@H]2NC(=O)N1CCC(c2ccc(O)cc2)CC1,Cc1nnc2n1CCC[C@H]2NC(=O)N1CCC(c2ccc(O)cc2)CC1,True,355.2,2.72,2.0,4.0,0.8676,2.98,0.0,True
MOL_09186,CCNC(=O)[C@@H](C)Sc1nnc(-c2ccc(F)cc2)n1C,CCNC(=O)[C@@H](C)Sc1nnc(-c2ccc(F)cc2)n1C,True,308.11,2.24,1.0,4.0,0.8607,2.47,0.0,True
MOL_09187,CC[NH+]1CCC[C@H]1CN(C)C(=O)c1ccc(=O)n(C)n1,CC[NH+]1CCC[C@H]1CN(C)C(=O)c1ccc(=O)n(C)n1,True,279.18,-1.08,1.0,3.0,0.7626,4.52,0.0,True
MOL_09188,CCCOC(=O)C1=C(C)N(Cc2ccccc2)c2ccccc21,CCCOC(=O)c1c(C)n(Cc2ccccc2)c2ccccc12,True,307.16,4.56,0.0,2.0,0.6468,1.84,0.0,True
MOL_09189,Cc1cc(NC(=O)C(=O)NC[C@H](O)C(C)C)c(F)cc1F,Cc1cc(NC(=O)C(=O)NC[C@H](O)C(C)C)c(F)cc1F,True,300.13,1.34,3.0,3.0,0.7344,2.74,0.0,True
MOL_09190,CCN(CC)c1ccc(CNC(=O)C(=O)Nc2cccc(-c3nncn3C)c2)cc1,CCN(CC)c1ccc(CNC(=O)C(=O)Nc2cccc(-c3nncn3C)c2)cc1,True,406.21,2.58,2.0,5.0,0.5886,2.35,0.0,True
MOL_09191,COC(=O)CCc1ccc(NC(=O)N2CCC[C@@H]2CC(C)C)cc1,COC(=O)CCc1ccc(NC(=O)N2CCC[C@@H]2CC(C)C)cc1,True,332.21,3.83,1.0,3.0,0.8054,2.53,0.0,True
MOL_09192,CCN(CC(=O)Nc1cccc(C)c1)S(=O)(=O)c1ccccc1,CCN(CC(=O)Nc1cccc(C)c1)S(=O)(=O)c1ccccc1,True,332.12,2.64,1.0,3.0,0.8842,1.78,0.0,True
MOL_09193,Cc1ccccc1CN(C)C(=O)NC[C@@H](C)[NH+]1CCC(C)CC1,Cc1ccccc1CN(C)C(=O)NC[C@@H](C)[NH+]1CCC(C)CC1,True,318.25,1.84,2.0,1.0,0.8539,3.85,0.0,True
MOL_09194,O=C(Nc1ccc(F)cc1)c1cccc(C(F)(F)F)c1F,O=C(Nc1ccc(F)cc1)c1cccc(C(F)(F)F)c1F,True,301.05,4.24,1.0,1.0,0.8261,1.85,0.0,True
MOL_09195,CC(C)(C)OC(=O)N1CCC[C@@H](C[NH2+]Cc2ccccc2)C1,CC(C)(C)OC(=O)N1CCC[C@@H](C[NH2+]Cc2ccccc2)C1,True,305.22,2.4,1.0,2.0,0.9282,3.33,0.0,True
MOL_09196,CCOc1ccc(C[NH+]2CCC[C@@H](C)[C@@H]2CC)cc1,CCOc1ccc(C[NH+]2CCC[C@@H](C)[C@@H]2CC)cc1,True,262.22,2.68,1.0,1.0,0.8611,4.3,0.0,True
MOL_09197,COc1ccc(N2CCN(C(=O)Cc3ccccc3)CC2)cc1,COc1ccc(N2CCN(C(=O)Cc3ccccc3)CC2)cc1,True,310.17,2.59,0.0,3.0,0.87,1.61,0.0,True
MOL_09198,CCC(C)(C)c1ccc(C(=O)N(CC[NH+](C)C)Cc2ccco2)cc1,CCC(C)(C)c1ccc(C(=O)N(CC[NH+](C)C)Cc2ccco2)cc1,True,343.24,2.75,1.0,2.0,0.8003,3.05,0.0,True
MOL_09199,CC1CCC(NC(=O)CCSc2ccccn2)CC1,CC1CCC(NC(=O)CCSc2ccccn2)CC1,True,278.15,3.26,1.0,3.0,0.8406,2.16,0.0,True
MOL_09200,COc1cc(C[NH+]2CCC[C@H]2C(=O)Nc2cccc(OC)c2)ccc1OCC(F)(F)F,COc1cccc(NC(=O)[C@@H]2CCC[NH+]2Cc2ccc(OCC(F)(F)F)c(OC)c2)c1,True,439.18,2.83,2.0,4.0,0.6643,3.87,0.0,True
MOL_09201,CC(=O)N1CCCC[C@@H]1C(=O)NCCC[NH+]1CCc2ccccc2C1,CC(=O)N1CCCC[C@@H]1C(=O)NCCC[NH+]1CCc2ccccc2C1,True,344.23,0.53,2.0,2.0,0.7661,3.94,0.0,True
MOL_09202,C[C@@H]1CCN(C(=O)N[C@@H](C)CC(=O)[O-])C[C@@H]1c1ccccc1,C[C@@H]1CCN(C(=O)N[C@@H](C)CC(=O)[O-])C[C@@H]1c1ccccc1,True,303.17,1.35,1.0,3.0,0.9123,3.56,0.0,True
MOL_09203,C[C@@H]1CCC[C@H](C)N1C(=O)c1ccc(N2C(=O)COc3ccccc32)cc1,C[C@@H]1CCC[C@H](C)N1C(=O)c1ccc(N2C(=O)COc3ccccc32)cc1,True,364.18,4.15,0.0,3.0,0.8044,2.97,0.0,True
MOL_09204,CCOC(=O)N1CCC([NH2+][C@H](C)c2ccccc2OC)CC1,CCOC(=O)N1CCC([NH2+][C@H](C)c2ccccc2OC)CC1,True,307.2,1.94,1.0,3.0,0.9043,3.42,0.0,True
MOL_09205,CC[C@H]1CCC[NH+](Cc2ccc(OC(F)F)c(F)c2)C1,CC[C@H]1CCC[NH+](Cc2ccc(OC(F)F)c(F)c2)C1,True,288.16,2.63,1.0,1.0,0.8791,4.31,0.0,True
MOL_09206,CCC[NH+](Cc1cnc(Cl)s1)[C@@H]1CCS(=O)(=O)C1,CCC[NH+](Cc1cnc(Cl)s1)[C@@H]1CCS(=O)(=O)C1,True,309.05,0.78,1.0,4.0,0.8743,4.97,0.0,True
MOL_09207,CCC(=O)Nc1ccc(NC(=O)c2cn(C)nc2C)cc1,CCC(=O)Nc1ccc(NC(=O)c2cn(C)nc2C)cc1,True,286.14,2.33,2.0,3.0,0.9053,1.91,0.0,True
MOL_09208,CC(C)CCCC(=O)Nc1ccc2c(c1)COC2,CC(C)CCCC(=O)Nc1ccc2c(c1)COC2,True,247.16,3.48,1.0,2.0,0.8647,2.12,0.0,True
MOL_09209,CCCCN(CC(N)=S)C(=O)[C@H]1C=C[C@@H]([NH3+])C1,CCCCN(CC(N)=S)C(=O)[C@H]1C=C[C@@H]([NH3+])C1,True,256.15,0.09,2.0,2.0,0.5223,4.39,0.0,True
MOL_09210,COc1ccccc1N1CCN(C(=O)c2cc(C)cc(C)c2)CC1,COc1ccccc1N1CCN(C(=O)c2cc(C)cc(C)c2)CC1,True,324.18,3.27,0.0,3.0,0.8685,1.8,0.0,True
MOL_09211,COc1ccccc1CN1CCCC[C@H]1C[NH+](C)C1CCCCC1,COc1ccccc1CN1CCCC[C@H]1C[NH+](C)C1CCCCC1,True,331.27,2.9,1.0,2.0,0.8631,3.75,0.0,True
MOL_09212,C[C@@H]1CN(c2ncccc2C[NH3+])CCO1,C[C@@H]1CN(c2ncccc2C[NH3+])CCO1,True,208.14,0.05,1.0,3.0,0.7468,3.43,0.0,True
MOL_09213,Cc1ccc(S(=O)(=O)NCc2ccccc2OC(F)F)cc1C,Cc1ccc(S(=O)(=O)NCc2ccccc2OC(F)F)cc1C,True,341.09,3.38,1.0,3.0,0.8762,1.99,0.0,True
MOL_09214,COc1ccc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1,COc1ccc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1,True,303.13,4.61,1.0,2.0,0.7638,1.37,0.0,True
MOL_09215,Cc1ccc(NC(=O)CSc2nc3cc(C)ccc3o2)cc1,Cc1ccc(NC(=O)CSc2nc3cc(C)ccc3o2)cc1,True,312.09,4.18,1.0,4.0,0.7344,1.91,0.0,True
MOL_09216,CC[NH+]1CCC(OCC(=O)Nc2ccc(OC)cc2)CC1,CC[NH+]1CCC(OCC(=O)Nc2ccc(OC)cc2)CC1,True,293.19,0.72,2.0,3.0,0.8124,3.17,0.0,True
MOL_09217,Cc1cc(C[NH+](C)CC(=O)Nc2cc(C)ccc2C)no1,Cc1ccc(C)c(NC(=O)C[NH+](C)Cc2cc(C)on2)c1,True,288.17,1.25,2.0,3.0,0.8704,3.59,0.0,True
MOL_09218,CC(C)CN(C(=O)c1ccc(N2C(=O)CCC2=O)cc1)c1ccccc1,CC(C)CN(C(=O)c1ccc(N2C(=O)CCC2=O)cc1)c1ccccc1,True,350.16,3.64,0.0,3.0,0.7737,2.14,0.0,True
MOL_09219,O=C(c1cccc(N2CCOCC2)c1)N(Cc1ccccc1)c1ccccc1,O=C(c1cccc(N2CCOCC2)c1)N(Cc1ccccc1)c1ccccc1,True,372.18,4.37,0.0,3.0,0.6667,1.91,0.0,True
MOL_09220,CN(C)C(=O)N1CCCN(c2ccc(F)cc2C#N)CC1,CN(C)C(=O)N1CCCN(c2ccc(F)cc2C#N)CC1,True,290.15,1.89,0.0,3.0,0.7934,2.23,0.0,True
MOL_09221,CCCCN(C)C(=O)Nc1ccccc1CN1CCCC1=O,CCCCN(C)C(=O)Nc1ccccc1CN1CCCC1=O,True,303.19,3.07,1.0,2.0,0.8778,2.12,0.0,True
MOL_09222,CC(C)[C@H](NC(=O)c1cc(NC(=O)C(F)(F)F)ccc1N1CCCCC1)C(=O)NC1CC1,CC(C)[C@H](NC(=O)c1cc(NC(=O)C(F)(F)F)ccc1N1CCCCC1)C(=O)NC1CC1,True,454.22,3.21,3.0,4.0,0.5903,2.79,0.0,True
MOL_09223,CCc1nn(C)cc1CNC(=O)CCSc1ccccc1,CCc1nn(C)cc1CNC(=O)CCSc1ccccc1,True,303.14,2.78,1.0,3.0,0.8001,2.3,0.0,True
MOL_09224,CC(=O)N1CCC[NH+](Cc2ccc(C)c(F)c2)CC1,CC(=O)N1CCC[NH+](Cc2ccc(C)c(F)c2)CC1,True,265.17,0.77,1.0,1.0,0.8393,3.94,0.0,True
MOL_09225,O=C(NCc1ccccc1)N1CCC[C@H]1c1cccc(C(F)(F)F)c1,O=C(NCc1ccccc1)N1CCC[C@H]1c1cccc(C(F)(F)F)c1,True,348.14,4.75,1.0,1.0,0.8527,2.41,0.0,True
MOL_09226,CCC(=O)Nc1ccc(C)cc1NC(=O)NCCc1ccc(Cl)cc1,CCC(=O)Nc1ccc(C)cc1NC(=O)NCCc1ccc(Cl)cc1,True,359.14,4.36,3.0,2.0,0.7167,1.88,0.0,True
MOL_09227,Cc1ccccc1Cn1c(SCc2cccc(OC(F)F)c2)nc2ccccc2c1=O,Cc1ccccc1Cn1c(SCc2cccc(OC(F)F)c2)nc2ccccc2c1=O,True,438.12,5.65,0.0,4.0,0.2764,2.18,1.0,True
MOL_09228,O=C(N[C@@H]1CCCC[C@@H]1C(F)(F)F)c1ccc(Cn2ccnn2)cc1,O=C(N[C@@H]1CCCC[C@@H]1C(F)(F)F)c1ccc(Cn2ccnn2)cc1,True,352.15,3.18,1.0,3.0,0.9194,3.14,0.0,True
MOL_09229,COc1ccc(C)cc1NC(=O)C[NH+](C)Cc1nc(-c2ccccc2)no1,COc1ccc(C)cc1NC(=O)C[NH+](C)Cc1nc(-c2ccccc2)no1,True,367.18,1.71,2.0,5.0,0.6644,3.28,0.0,True
MOL_09230,COc1ccc(-c2nc(C)c(C(=O)NCc3ccccc3)o2)cc1,COc1ccc(-c2nc(C)c(C(=O)NCc3ccccc3)o2)cc1,True,322.13,3.59,1.0,4.0,0.7795,1.91,0.0,True
MOL_09231,COc1ccc(C(=O)N2CCN(C(=O)NCCC(=O)N(C)C)CC2)cc1,COc1ccc(C(=O)N2CCN(C(=O)NCCC(=O)N(C)C)CC2)cc1,True,362.2,0.64,1.0,4.0,0.8334,1.97,0.0,True
MOL_09232,Cc1cccc(NC(=O)Cn2c(=O)n(CC(=O)N3CCCC3)c3c2CCCC3)c1,Cc1cccc(NC(=O)Cn2c3c(n(CC(=O)N4CCCC4)c2=O)CCCC3)c1,True,396.22,2.1,1.0,3.0,0.8409,2.43,0.0,True
MOL_09233,CCNC(=O)c1ccc(CN2CCO[C@@H](c3nc(C)cs3)C2)o1,CCNC(=O)c1ccc(CN2CCO[C@@H](c3nc(C)cs3)C2)o1,True,335.13,2.37,1.0,6.0,0.9084,3.03,0.0,True
MOL_09234,Cc1cccc(N2CCN(C(=O)COc3ccc4c(c3)CCO4)CC2)c1C,Cc1cccc(N2CCN(C(=O)COc3ccc4c(c3)CCO4)CC2)c1C,True,366.19,2.97,0.0,4.0,0.8343,2.12,0.0,True
MOL_09235,CCN1CCCN(C(=O)c2cccc(C[NH+](C)C)c2)CC1=O,CCN1CCCN(C(=O)c2cccc(C[NH+](C)C)c2)CC1=O,True,304.2,0.03,1.0,2.0,0.8526,3.05,0.0,True
MOL_09236,Cc1ccc(C(=O)NCC(=O)NCC(F)(F)F)cc1C,Cc1ccc(C(=O)NCC(=O)NCC(F)(F)F)cc1C,True,288.11,1.71,2.0,2.0,0.8859,1.9,0.0,True
MOL_09237,CC(C)C(=O)NCc1ccc(NC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,CC(C)C(=O)NCc1ccc(NC(=O)Nc2ccc(S(C)(=O)=O)cc2)cc1,True,389.14,3.01,3.0,4.0,0.7062,1.87,0.0,True
MOL_09238,CC(=O)N1CCC[C@H]1c1ccc(C(=O)NCc2ccccc2)cn1,CC(=O)N1CCC[C@H]1c1ccc(C(=O)NCc2ccccc2)cn1,True,323.16,2.7,1.0,3.0,0.9408,2.48,0.0,True
MOL_09239,C[C@@H](C(=O)NCC[NH+]1CCCCCC1)N1CCOCC1,C[C@@H](C(=O)NCC[NH+]1CCCCCC1)N1CCOCC1,True,284.23,-0.72,2.0,3.0,0.7005,3.96,0.0,True
MOL_09240,CCN(CC)S(=O)(=O)c1ccc(NC(=O)N[C@@H]2CCC[C@H](S(C)(=O)=O)C2)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)N[C@@H]2CCC[C@H](S(C)(=O)=O)C2)cc1,True,431.15,2.19,2.0,5.0,0.6871,3.09,0.0,True
MOL_09241,Cc1nc(C[NH+]2CCC[C@H](CNc3ccc(C#N)cn3)C2)cs1,Cc1nc(C[NH+]2CCC[C@H](CNc3ccc(C#N)cn3)C2)cs1,True,328.16,1.63,2.0,5.0,0.8753,4.39,0.0,True
MOL_09242,Cc1nn(C)c(C)c1CNC(=O)C[NH+](C)CC(=O)N1CCCCCC1,Cc1nn(C)c(C)c1CNC(=O)C[NH+](C)CC(=O)N1CCCCCC1,True,350.26,-0.43,2.0,3.0,0.7314,3.62,0.0,True
MOL_09243,O=C(NCCc1cccs1)c1cccc(C(F)(F)F)c1F,O=C(NCCc1cccs1)c1cccc(C(F)(F)F)c1F,True,317.05,3.88,1.0,2.0,0.8521,2.15,0.0,True
MOL_09244,CCOc1ccccc1C(=O)NC1CCN(c2ccc(F)cc2)CC1,CCOc1ccccc1C(=O)NC1CCN(c2ccc(F)cc2)CC1,True,342.17,3.62,1.0,3.0,0.9022,1.81,0.0,True
MOL_09245,CCc1nc(NCC2CCN(C(=O)c3ccccc3)CC2)ncc1[N+](=O)[O-],CCc1nc(NCC2CCN(C(=O)c3ccccc3)CC2)ncc1[N+](=O)[O-],True,369.18,2.91,1.0,6.0,0.6205,2.38,0.0,True
MOL_09246,CC(C)c1ccc(OCC(=O)Nc2ccc(C(=O)N(C)C)cc2)cc1,CC(C)c1ccc(OCC(=O)Nc2ccc(C(=O)N(C)C)cc2)cc1,True,340.18,3.53,1.0,3.0,0.875,1.74,0.0,True
MOL_09247,CCN1C(=O)/C(=C/c2ccc(OC)c(OC)c2)S/C1=N\c1ccccc1,CCN1C(=O)/C(=C/c2ccc(OC)c(OC)c2)S/C1=N\c1ccccc1,True,368.12,4.33,0.0,5.0,0.7374,2.19,0.0,True
MOL_09248,CCc1ccc(CC(=O)N2CCC(C(=O)N3CCCCC3)CC2)cc1,CCc1ccc(CC(=O)N2CCC(C(=O)N3CCCCC3)CC2)cc1,True,342.23,3.04,0.0,2.0,0.8437,1.9,0.0,True
MOL_09249,CC[NH+](CC)Cc1ccc(CN2CCO[C@H](C#N)C2)cc1,CC[NH+](CC)Cc1ccc(CN2CCO[C@H](C#N)C2)cc1,True,288.21,0.84,1.0,3.0,0.843,3.99,0.0,True
MOL_09250,Cc1cccc(NC(=O)N2CCOCC2)c1C,Cc1cccc(NC(=O)N2CCOCC2)c1C,True,234.14,2.17,1.0,2.0,0.8087,1.78,0.0,True
MOL_09251,CCCC(=O)N1CCCC[C@@H]1c1ccc(NC(=O)N2CCC[C@@H](C)C2)cc1,CCCC(=O)N1CCCC[C@@H]1c1ccc(NC(=O)N2CCC[C@@H](C)C2)cc1,True,371.26,4.8,1.0,2.0,0.8261,2.83,0.0,True
MOL_09252,CCCCCCNC(=O)N[C@@H]1CCC[NH+](C2CCCCC2)C1,CCCCCCNC(=O)N[C@@H]1CCC[NH+](C2CCCCC2)C1,True,310.29,2.25,3.0,1.0,0.6206,4.13,0.0,True
MOL_09253,COc1ccc(CNC(=O)c2cn(C)nc2C(C)(C)C)cc1,COc1ccc(CNC(=O)c2cn(C)nc2C(C)(C)C)cc1,True,301.18,2.66,1.0,3.0,0.9443,2.08,0.0,True
